,Lift,Toilets,Water Tap,Electricity,Attached Bathroom,Water Harvesting,Cable Connection,Assessment Number
1375,No,No,Yes,Yes,No,No,No,1086030035
1376,No,No,Yes,Yes,No,No,No,1086030078
1377,No,No,Yes,Yes,No,No,No,1086030123
1378,No,No,Yes,Yes,No,No,No,1086030127
1379,No,No,Yes,Yes,No,No,No,1086030311
1380,No,No,Yes,Yes,No,No,No,1086030408
1381,No,No,Yes,Yes,No,No,No,1086030443
1382,No,No,Yes,Yes,No,No,No,1086030444
1383,No,No,Yes,Yes,No,No,No,1086030445
1384,No,No,Yes,Yes,No,No,No,1086030451
1385,No,No,Yes,Yes,No,No,No,1086030455
1386,No,No,Yes,Yes,No,No,No,1086030493
1387,No,No,Yes,Yes,No,No,No,1086030681
1388,No,No,Yes,Yes,No,No,No,1086030720
1389,No,No,No,No,No,No,No,1086030746
1390,No,No,Yes,Yes,No,No,No,1086030761
1391,No,No,Yes,Yes,No,No,No,1086030817
1392,No,No,Yes,Yes,No,No,No,1086030923
1393,No,No,No,No,No,No,No,1086030913
1394,No,No,Yes,Yes,No,No,No,1086031113
1395,No,No,Yes,Yes,No,No,No,1086031165
1396,No,No,Yes,Yes,No,No,No,1086031318
1397,No,No,Yes,Yes,No,No,No,1086031336
1398,No,No,Yes,Yes,No,No,No,1086031380
1399,No,No,Yes,Yes,No,No,No,1086031441
1400,No,No,Yes,Yes,No,No,No,1086031761
1401,No,No,Yes,Yes,No,No,No,1086031868
1402,No,No,Yes,Yes,No,No,No,1086033419
1403,No,No,Yes,Yes,No,No,No,1086073455
1404,No,No,Yes,Yes,No,No,No,1086033377
1405,No,No,Yes,Yes,No,No,No,1086034026
1406,No,No,Yes,Yes,No,No,No,1086032298
1407,No,No,Yes,Yes,No,No,No,1086032303
1408,No,No,Yes,Yes,No,No,No,1086034037
1409,No,No,Yes,Yes,No,No,No,1086032445
1410,No,No,Yes,Yes,No,No,No,1086032589
1411,No,No,Yes,Yes,No,No,No,1086032615
1412,No,No,Yes,Yes,No,No,No,1086032632
1413,No,No,Yes,Yes,No,No,No,1086032716
1414,No,No,Yes,Yes,No,No,No,1086032827
1415,No,No,Yes,Yes,No,No,No,1086032904
1416,No,No,Yes,Yes,No,No,No,1086032882
1417,No,No,Yes,Yes,No,No,No,1086032897
1418,No,No,Yes,Yes,No,No,No,1086032899
1419,No,No,Yes,Yes,No,No,No,1086032900
1420,No,No,Yes,Yes,No,No,No,1086032908
1421,No,No,Yes,Yes,No,No,No,1086032910
1422,No,No,Yes,Yes,No,No,No,1086032963
1423,No,No,Yes,Yes,No,No,No,1086033004
1424,No,No,Yes,Yes,No,No,No,1086033009
1425,No,No,Yes,Yes,No,No,No,1086033131
1426,No,No,Yes,Yes,No,No,No,1086033132
1427,No,No,Yes,Yes,No,No,No,1086033164
1428,No,No,Yes,Yes,No,No,No,1086033202
1429,No,No,Yes,Yes,No,No,No,1086033664
1430,No,No,Yes,Yes,No,No,No,1086033744
1431,No,No,Yes,Yes,No,No,No,1086033792
1432,No,No,Yes,Yes,No,No,No,1086033799
1433,No,No,No,No,No,No,No,1086033858
1434,No,No,Yes,Yes,No,No,No,1086033860
1435,No,No,No,No,No,No,No,1086033899
1436,No,No,No,No,No,No,No,1086033901
1437,No,No,Yes,Yes,No,No,No,1086033984
1438,No,No,Yes,Yes,No,No,No,1086034055
1439,No,No,Yes,Yes,No,No,No,1086034227
1440,No,No,Yes,Yes,No,No,No,1086034264
1441,No,No,Yes,Yes,No,No,No,1086034281
1442,No,No,Yes,Yes,No,No,No,1086034346
1443,No,No,Yes,Yes,No,No,No,1086034391
1444,No,No,Yes,Yes,No,No,No,1086054729
1445,No,No,Yes,Yes,No,No,No,1086068266
1446,No,No,No,No,No,No,No,1086451522
1447,No,No,No,No,No,No,No,1086451615
1448,No,No,No,No,No,No,No,1086451696
1449,No,No,No,No,No,No,No,1086451716
1450,No,No,No,No,No,No,No,1086451767
1451,No,No,No,No,No,No,No,1086451771
1452,No,No,No,No,No,No,No,1086451923
1453,No,No,No,No,No,No,No,1086451962
1454,No,No,No,No,No,No,No,1086452011
1455,No,No,No,No,No,No,No,1086452027
1456,No,No,No,No,No,No,No,1086452036
1457,No,No,No,No,No,No,No,1086452209
1458,No,No,No,No,No,No,No,1086452234
1459,No,No,No,No,No,No,No,1086452273
1460,No,No,No,No,No,No,No,1086452336
1461,No,No,No,No,No,No,No,1086452339
1462,No,No,No,No,No,No,No,1086452545
1463,No,No,No,No,No,No,No,1086452581
1464,No,No,No,No,No,No,No,1086452618
1465,No,No,No,No,No,No,No,1086452620
1466,No,No,No,No,No,No,No,1086452708
1467,No,No,No,No,No,No,No,1086452712
1468,No,No,No,No,No,No,No,1086452713
1469,No,No,No,No,No,No,No,1086452714
1470,No,No,No,No,No,No,No,1086452725
1471,No,No,No,No,No,No,No,1086452778
1472,No,No,No,No,No,No,No,1086452803
1473,No,No,No,No,No,No,No,1086452855
1474,No,No,No,No,No,No,No,1086452946
1475,No,No,No,No,No,No,No,1086453094
1476,No,No,No,No,No,No,No,1086453110
1477,No,No,No,No,No,No,No,1086453136
1478,No,No,No,No,No,No,No,1086453139
1479,No,No,No,No,No,No,No,1086453174
1480,No,No,No,No,No,No,No,1086453181
1481,No,No,No,No,No,No,No,1086453298
1482,No,No,No,No,No,No,No,1086453354
1483,No,No,No,No,No,No,No,1086453377
1484,No,No,No,No,No,No,No,1086453378
1485,No,No,No,No,No,No,No,1086453402
1486,No,No,No,No,No,No,No,1086453478
1487,No,No,No,No,No,No,No,1086453498
1488,No,No,No,No,No,No,No,1086453655
1489,No,No,No,No,No,No,No,1086453665
1490,No,No,No,No,No,No,No,1086453705
1491,No,No,No,No,No,No,No,1086453752
1492,No,No,No,No,No,No,No,1086453753
1493,No,No,No,No,No,No,No,1086453774
1494,No,No,No,No,No,No,No,1086453799
1495,No,No,No,No,No,No,No,1086453858
1496,No,No,No,No,No,No,No,1086453893
1497,No,No,No,No,No,No,No,1086453966
1498,No,No,No,No,No,No,No,1086453978
1499,No,No,No,No,No,No,No,1086453981
1500,No,No,No,No,No,No,No,1086453986
1501,No,No,No,No,No,No,No,1086453992
1502,No,No,No,No,No,No,No,1086454008
1503,No,No,No,No,No,No,No,1086454009
1504,No,No,No,No,No,No,No,1086454051
1505,No,No,No,No,No,No,No,1086454053
1506,No,No,No,No,No,No,No,1086454122
1507,No,No,No,No,No,No,No,1086454125
1508,No,No,No,No,No,No,No,1086454160
1509,Yes,Yes,No,Yes,Yes,No,Yes,1086454181
1510,No,No,No,No,No,No,No,1086454225
1511,No,No,No,No,No,No,No,1086454295
1512,No,No,No,No,No,No,No,1086454324
1513,No,No,No,No,No,No,No,1086454322
1514,No,No,No,No,No,No,No,1086483757
1515,No,Yes,No,Yes,No,No,No,1086484442
1516,No,Yes,No,Yes,No,No,No,1086484542
1517,No,No,No,No,No,No,No,1086490391
1518,No,Yes,No,Yes,No,No,No,1086484779
1519,No,Yes,No,Yes,No,No,No,1086484782
1520,No,No,No,No,No,No,No,1086485743
1521,No,No,Yes,Yes,No,No,No,1086067231
1522,No,No,No,No,No,No,No,1086486013
1523,No,No,No,No,No,No,No,1086497538
1524,No,No,No,No,No,No,No,1086486792
1525,No,Yes,Yes,Yes,Yes,Yes,Yes,1086487328
1526,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1086487810
1527,No,No,No,No,No,No,No,1086490393
1528,No,No,No,No,No,No,No,1086490626
1529,No,No,No,No,No,No,No,1086497525
1530,No,No,No,No,No,No,No,1086495662
1531,No,No,No,No,No,No,No,1086495670
1532,No,No,No,No,No,No,No,1086497571
1533,No,No,No,No,No,No,No,1086497774
1534,No,No,No,No,No,No,No,1086499489
1535,No,No,No,No,No,No,No,1086500856
1536,No,No,No,No,No,No,No,1086509527
1537,No,No,No,No,No,No,No,1086507273
1538,No,No,No,No,No,No,No,1086506224
1539,No,No,No,No,No,No,No,1086506225
1540,No,No,No,No,No,No,No,1086508967
1541,No,No,No,No,No,No,No,1086511772
1542,No,No,No,No,No,No,No,1086511775
1543,No,No,No,No,No,No,No,1086512830
1544,No,No,No,No,No,No,No,1086512831
1545,No,No,No,No,No,No,No,1086512832
1546,No,No,No,No,No,No,No,1086513166
1547,No,No,No,No,No,No,No,1086513139
1548,No,No,No,No,No,No,No,1086513140
1549,No,No,Yes,Yes,No,No,No,1086070882
1550,No,No,No,No,No,No,No,1086514175
1551,No,No,No,No,No,No,No,1086517826
1552,No,No,No,No,No,No,No,1086518008
1553,No,No,No,No,No,No,No,1086518611
1554,No,No,No,No,No,No,No,1086518623
1555,No,No,No,No,No,No,No,1086518819
1556,No,No,No,No,No,No,No,1086518838
1557,No,No,No,No,No,No,No,1086519400
1558,No,No,No,No,No,No,No,1086520417
1559,No,No,No,No,No,No,No,1086521208
1560,No,No,No,No,No,No,No,1086522500
1561,No,No,No,No,No,No,No,1086524152
1562,No,No,No,No,No,No,No,1086527045
1563,No,No,No,No,No,No,No,1086527962
1564,No,No,No,No,No,No,No,1086529023
1565,No,No,No,No,No,No,No,1086529392
1566,No,No,No,No,No,No,No,1086531366
1567,No,No,No,No,No,No,No,1086531138
1568,No,No,No,No,No,No,No,1086531141
1569,No,No,No,No,No,No,No,1086531889
1570,No,No,No,No,No,No,No,1086532051
1571,No,No,No,No,No,No,No,1086534873
1572,No,No,No,No,No,No,No,1086535221
1573,No,No,No,No,No,No,No,1086537430
1574,Yes,Yes,No,Yes,Yes,No,No,1086538889
1575,No,No,No,No,No,No,No,1086538808
1576,No,No,Yes,Yes,No,No,No,1086062678
1577,Yes,Yes,No,Yes,Yes,No,No,1086538888
1578,Yes,Yes,No,Yes,Yes,No,No,1086538898
1579,Yes,Yes,No,Yes,Yes,No,No,1086540206
1580,No,No,No,No,No,No,No,1086542497
1581,Yes,Yes,No,Yes,Yes,Yes,No,1086547354
1582,No,No,No,No,No,No,No,1086547558
1583,No,No,Yes,Yes,No,No,No,1086034542
1584,No,No,Yes,Yes,No,No,No,1086034628
1585,No,No,Yes,Yes,No,No,No,1086034626
1586,No,No,Yes,Yes,No,No,No,1086034789
1587,No,No,Yes,Yes,No,No,No,1086034978
1588,No,No,Yes,Yes,No,No,No,1086035023
1589,No,No,Yes,Yes,No,No,No,1086035645
1590,No,No,Yes,Yes,No,No,No,1086035166
1591,No,No,Yes,Yes,No,No,No,1086035328
1592,No,No,Yes,Yes,No,No,No,1086035518
1593,No,No,Yes,Yes,No,No,No,1086035633
1594,No,No,Yes,Yes,No,No,No,1086035686
1595,No,No,Yes,Yes,No,No,No,1086035726
1596,No,No,Yes,Yes,No,No,No,1086035757
1597,No,No,Yes,Yes,No,No,No,1086035884
1598,No,No,Yes,Yes,No,No,No,1086036075
1599,No,No,Yes,Yes,No,No,No,1086036239
1600,No,No,Yes,Yes,No,No,No,1086036265
1601,No,No,Yes,Yes,No,No,No,1086036512
1602,No,No,Yes,Yes,No,No,No,1086036549
1603,No,No,Yes,Yes,No,No,No,1086036693
1604,No,No,Yes,Yes,No,No,No,1086036754
1605,No,No,Yes,Yes,No,No,No,1086037080
1606,No,No,Yes,Yes,No,No,No,1086037105
1607,No,No,Yes,Yes,No,No,No,1086037142
1608,No,No,Yes,Yes,No,No,No,1086037195
1609,No,No,Yes,Yes,No,No,No,1086037197
1610,No,No,Yes,Yes,No,No,No,1086037413
1611,No,No,Yes,Yes,No,No,No,1086037433
1612,No,No,Yes,Yes,No,No,No,1086037439
1613,No,No,Yes,Yes,No,No,No,1086037802
1614,No,No,Yes,Yes,No,No,No,1086037959
1615,No,No,Yes,Yes,No,No,No,1086037964
1616,No,No,Yes,Yes,No,No,No,1086038082
1617,No,No,Yes,Yes,No,No,No,1086038259
1618,No,No,Yes,Yes,No,No,No,1086038467
1619,No,No,Yes,Yes,No,No,No,1086038478
1620,No,No,Yes,Yes,No,No,No,1086038597
1621,No,No,Yes,Yes,No,No,No,1086038719
1622,No,No,Yes,Yes,No,No,No,1086038750
1623,No,No,Yes,Yes,No,No,No,1086038751
1624,No,No,Yes,Yes,No,No,No,1086038916
1625,No,No,Yes,Yes,No,No,No,1086038950
1626,No,No,Yes,Yes,No,No,No,1086038997
1627,No,No,Yes,Yes,No,No,No,1086039025
1628,No,No,Yes,Yes,No,No,No,1086039131
1629,No,No,Yes,Yes,No,No,No,1086040704
1630,No,No,Yes,Yes,No,No,No,1086040360
1631,No,No,Yes,Yes,No,No,No,1086040475
1632,No,No,Yes,Yes,No,No,No,1086040720
1633,No,No,Yes,Yes,No,No,No,1086040820
1634,No,No,Yes,Yes,No,No,No,1086040768
1635,No,No,Yes,Yes,No,No,No,1086041068
1636,No,No,Yes,Yes,No,No,No,1086041115
1637,No,No,Yes,Yes,No,No,No,1086041293
1638,No,No,Yes,Yes,No,No,No,1086041783
1639,No,No,Yes,Yes,No,No,No,1086042071
1640,No,No,Yes,Yes,No,No,No,1086042289
1641,No,No,Yes,Yes,No,No,No,1086042406
1642,No,No,Yes,Yes,No,No,No,1086042421
1643,No,No,Yes,Yes,No,No,No,1086042462
1644,No,No,Yes,Yes,No,No,No,1086042568
1645,No,No,Yes,Yes,No,No,No,1086042659
1646,No,No,Yes,Yes,No,No,No,1086042727
1647,No,No,Yes,Yes,No,No,No,1086042777
1648,No,No,Yes,Yes,No,No,No,1086042920
1649,No,No,Yes,Yes,No,No,No,1086043406
1650,No,No,Yes,Yes,No,No,No,1086043811
1651,No,No,Yes,Yes,No,No,No,1086043643
1652,No,No,Yes,Yes,No,No,No,1086043644
1653,No,No,Yes,Yes,No,No,No,1086043673
1654,No,No,Yes,Yes,No,No,No,1086043678
1655,No,No,Yes,Yes,No,No,No,1086043734
1656,No,No,Yes,Yes,No,No,No,1086043735
1657,No,No,Yes,Yes,No,No,No,1086043739
1658,No,No,Yes,Yes,No,No,No,1086043763
1659,No,No,Yes,Yes,No,No,No,1086043764
1660,No,No,Yes,Yes,No,No,No,1086043770
1661,No,No,Yes,Yes,No,No,No,1086043771
1662,No,No,Yes,Yes,No,No,No,1086043788
1663,No,No,Yes,Yes,No,No,No,1086043800
1664,No,No,Yes,Yes,No,No,No,1086043809
1665,No,No,Yes,Yes,No,No,No,1086043819
1666,No,No,Yes,Yes,No,No,No,1086043838
1667,No,No,Yes,Yes,No,No,No,1086043842
1668,No,No,Yes,Yes,No,No,No,1086043844
1669,No,No,Yes,Yes,No,No,No,1086043867
1670,No,No,Yes,Yes,No,No,No,1086044059
1671,No,No,Yes,Yes,No,No,No,1086044053
1672,No,No,Yes,Yes,Yes,No,No,1086044064
1673,No,No,Yes,Yes,No,No,No,1086044065
1674,No,No,Yes,Yes,No,No,No,1086044140
1675,No,No,Yes,Yes,No,No,No,1086044174
1676,No,No,Yes,Yes,No,No,No,1086044287
1677,No,No,Yes,Yes,No,No,No,1086044318
1678,No,No,Yes,Yes,No,No,No,1086044526
1679,No,No,Yes,Yes,No,No,No,1086044544
1680,No,No,Yes,Yes,No,No,No,1086044555
1681,No,No,Yes,Yes,No,No,No,1086044929
1682,No,No,Yes,Yes,No,No,No,1086045013
1683,No,No,Yes,Yes,No,No,No,1086045065
1684,No,No,Yes,Yes,No,No,No,1086045149
1685,No,No,Yes,Yes,No,No,No,1086045576
1686,No,No,Yes,Yes,No,No,No,1086045768
1687,No,No,Yes,Yes,No,No,No,1086045787
1688,No,No,Yes,Yes,No,No,No,1086045802
1689,No,No,Yes,Yes,No,No,No,1086045938
1690,No,No,Yes,Yes,No,No,No,1086046116
1691,No,No,Yes,Yes,No,No,No,1086046237
1692,No,No,Yes,Yes,No,No,No,1086046343
1693,No,No,Yes,Yes,No,No,No,1086046352
1694,No,No,Yes,Yes,No,No,No,1086046358
1695,No,No,Yes,Yes,No,No,No,1086046400
1696,No,No,Yes,Yes,No,No,No,1086046592
1697,No,No,Yes,Yes,No,No,No,1086047306
1698,No,No,Yes,Yes,No,No,No,1086046630
1699,No,No,Yes,Yes,No,No,No,1086046984
1700,No,No,Yes,Yes,No,No,No,1086047113
1701,No,No,Yes,Yes,No,No,No,1086047196
1702,No,No,Yes,Yes,No,No,No,1086049083
1703,No,No,Yes,Yes,No,No,No,1086047289
1704,No,No,Yes,Yes,No,No,No,1086047467
1705,No,No,Yes,Yes,No,No,No,1086047561
1706,No,No,Yes,Yes,No,No,No,1086047674
1707,No,No,Yes,Yes,No,No,No,1086047898
1708,No,No,Yes,Yes,No,No,No,1086047920
1709,No,No,Yes,Yes,No,No,No,1086078514
1710,No,No,Yes,Yes,No,No,No,1086048300
1711,No,No,Yes,Yes,No,No,No,1086048456
1712,No,No,Yes,Yes,No,No,No,1086048501
1713,No,No,Yes,Yes,No,No,No,1086048589
1714,No,No,Yes,Yes,No,No,No,1086048629
1715,No,No,Yes,Yes,No,No,No,1086048754
1716,No,No,Yes,Yes,No,No,No,1086048895
1717,No,No,Yes,Yes,No,No,No,1086049032
1718,No,No,Yes,Yes,No,No,No,1086051779
1719,No,No,Yes,Yes,No,No,No,1086049230
1720,No,No,Yes,Yes,No,No,No,1086049241
1721,No,No,Yes,Yes,No,No,No,1086049280
1722,No,No,Yes,Yes,No,No,No,1086049415
1723,No,No,Yes,Yes,No,No,No,1086049689
1724,No,No,Yes,Yes,No,No,No,1086049840
1725,No,No,Yes,Yes,No,No,No,1086049891
1726,No,No,Yes,Yes,No,No,No,1086049952
1727,No,No,Yes,Yes,No,No,No,1086050033
1728,No,No,Yes,Yes,No,No,No,1086050159
1729,No,No,Yes,Yes,No,No,No,1086050165
1730,No,No,Yes,Yes,No,No,No,1086050392
1731,No,No,Yes,Yes,No,No,No,1086050419
1732,No,No,Yes,Yes,No,No,No,1086094311
1733,No,No,Yes,Yes,No,No,No,1086051210
1734,No,No,No,No,No,No,No,1086050610
1735,No,No,Yes,Yes,No,No,No,1086050639
1736,No,No,Yes,Yes,No,No,No,1086050642
1737,No,No,Yes,Yes,No,No,No,1086050672
1738,No,No,Yes,Yes,No,No,No,1086050837
1739,No,No,Yes,Yes,No,No,No,1086050876
1740,No,No,Yes,Yes,No,No,No,1086050921
1741,No,No,Yes,Yes,No,No,No,1086050867
1742,No,No,Yes,Yes,No,No,No,1086050874
1743,No,No,Yes,Yes,No,No,No,1086050884
1744,No,No,Yes,Yes,No,No,No,1086050898
1745,No,No,Yes,Yes,No,No,No,1086050964
1746,No,No,Yes,Yes,No,No,No,1086051063
1747,No,No,Yes,Yes,No,No,No,1086051069
1748,No,No,Yes,Yes,No,No,No,1086051070
1749,No,No,Yes,Yes,No,No,No,1086051071
1750,No,No,Yes,Yes,No,No,No,1086051122
1751,No,No,Yes,Yes,No,No,No,1086051123
1752,No,No,Yes,Yes,No,No,No,1086051296
1753,No,No,Yes,Yes,No,No,No,1086051316
1754,No,No,Yes,Yes,No,No,No,1086051414
1755,No,No,Yes,Yes,No,No,No,1086051556
1756,No,No,Yes,Yes,No,No,No,1086051541
1757,No,No,Yes,Yes,No,No,No,1086051616
1758,No,No,Yes,Yes,No,No,No,1086051689
1759,No,No,Yes,Yes,No,No,No,1086051736
1760,No,No,Yes,Yes,No,No,No,1086051746
1761,No,No,Yes,Yes,No,No,No,1086051781
1762,No,No,Yes,Yes,No,No,No,1086051912
1763,No,No,Yes,Yes,No,No,No,1086051997
1764,No,No,Yes,Yes,No,No,No,1086052177
1765,No,No,Yes,Yes,No,No,No,1086052251
1766,No,No,Yes,Yes,No,No,No,1086052271
1767,No,No,Yes,Yes,No,No,No,1086052405
1768,No,No,Yes,Yes,No,No,No,1086052422
1769,No,No,Yes,Yes,No,No,No,1086052432
1770,No,No,Yes,Yes,No,No,No,1086052653
1771,No,No,Yes,Yes,No,No,No,1086052656
1772,No,No,Yes,Yes,No,No,No,1086052699
1773,No,No,Yes,Yes,No,No,No,1086052730
1774,No,No,Yes,Yes,No,No,No,1086052886
1775,No,No,Yes,Yes,No,No,No,1086052924
1776,No,No,Yes,Yes,No,No,No,1086052942
1777,No,No,Yes,Yes,No,No,No,1086052943
1778,No,No,Yes,Yes,No,No,No,1086052947
1779,No,No,Yes,Yes,No,No,No,1086052950
1780,No,No,Yes,Yes,No,No,No,1086052981
1781,No,No,Yes,Yes,No,No,No,1086052982
1782,No,No,Yes,Yes,No,No,No,1086052987
1783,No,No,Yes,Yes,No,No,No,1086053119
1784,No,No,Yes,Yes,No,No,No,1086052996
1785,No,No,Yes,Yes,No,No,No,1086053003
1786,No,No,Yes,Yes,No,No,No,1086053102
1787,No,No,Yes,Yes,No,No,No,1086053183
1788,No,No,Yes,Yes,No,No,No,1086053399
1789,No,No,Yes,Yes,No,No,No,1086053406
1790,No,No,Yes,Yes,No,No,No,1086053358
1791,No,No,Yes,Yes,No,No,No,1086053402
1792,No,No,Yes,Yes,No,No,No,1086053509
1793,No,No,Yes,Yes,No,No,No,1086053434
1794,No,No,Yes,Yes,No,No,No,1086053500
1795,No,No,Yes,Yes,No,No,No,1086053537
1796,No,No,Yes,Yes,No,No,No,1086053702
1797,No,No,Yes,Yes,No,No,No,1086053621
1798,No,No,Yes,Yes,No,No,No,1086053654
1799,No,No,Yes,Yes,No,No,No,1086053792
1800,No,No,Yes,Yes,No,No,No,1086053776
1801,No,No,Yes,Yes,No,No,No,1086053819
1802,No,No,Yes,Yes,No,No,No,1086053885
1803,No,No,Yes,Yes,No,No,No,1086053911
1804,No,No,Yes,Yes,No,No,No,1086053913
1805,No,No,Yes,Yes,No,No,No,1086054549
1806,No,No,Yes,Yes,No,No,No,1086054117
1807,No,No,Yes,Yes,No,No,No,1086054185
1808,No,No,Yes,Yes,No,No,No,1086054224
1809,No,No,Yes,Yes,No,No,No,1086054451
1810,No,No,Yes,Yes,No,No,No,1086054406
1811,No,No,Yes,Yes,No,No,No,1086054439
1812,No,No,Yes,Yes,No,No,No,1086054444
1813,No,No,Yes,Yes,No,No,No,1086054474
1814,No,No,Yes,Yes,No,No,No,1086054626
1815,No,No,Yes,Yes,No,No,No,1086054662
1816,No,No,Yes,Yes,No,No,No,1086054696
1817,No,No,Yes,Yes,No,No,No,1086054700
1818,No,No,Yes,Yes,No,No,No,1086055192
1819,No,No,Yes,Yes,No,No,No,1086054954
1820,No,No,Yes,Yes,No,No,No,1086055022
1821,No,No,Yes,Yes,No,No,No,1086055050
1822,No,No,Yes,Yes,No,No,No,1086055055
1823,No,No,Yes,Yes,No,No,No,1086055057
1824,No,No,Yes,Yes,No,No,No,1086055067
1825,No,No,Yes,Yes,No,No,No,1086055071
1826,No,No,Yes,Yes,No,No,No,1086055098
1827,No,No,Yes,Yes,No,No,No,1086055208
1828,No,No,Yes,Yes,No,No,No,1086070863
1829,No,No,Yes,Yes,No,No,No,1086055362
1830,No,No,Yes,Yes,No,No,No,1086055436
1831,No,No,Yes,Yes,No,No,No,1086055437
1832,No,No,Yes,Yes,No,No,No,1086055440
1833,No,No,Yes,Yes,No,No,No,1086056424
1834,No,No,Yes,Yes,No,No,No,1086055668
1835,No,No,Yes,Yes,No,No,No,1086055696
1836,No,No,Yes,Yes,No,No,No,1086055803
1837,No,No,Yes,Yes,No,No,No,1086055929
1838,No,No,Yes,Yes,No,No,No,1086055930
1839,No,No,Yes,Yes,No,No,No,1086055943
1840,No,No,Yes,Yes,No,No,No,1086055998
1841,No,No,Yes,Yes,No,No,No,1086055971
1842,No,No,Yes,Yes,No,No,No,1086056150
1843,No,No,Yes,Yes,No,No,No,1086056809
1844,No,No,Yes,Yes,No,No,No,1086056176
1845,No,No,Yes,Yes,No,No,No,1086056182
1846,No,No,Yes,Yes,No,No,No,1086056239
1847,No,No,Yes,Yes,No,No,No,1086056310
1848,No,No,Yes,Yes,No,No,No,1086056344
1849,No,No,Yes,Yes,No,No,No,1086056349
1850,No,No,Yes,Yes,No,No,No,1086056423
1851,No,No,Yes,Yes,No,No,No,1086056363
1852,No,No,Yes,Yes,No,No,No,1086056484
1853,No,No,Yes,Yes,No,No,No,1086056511
1854,No,No,Yes,Yes,No,No,No,1086056517
1855,No,No,Yes,Yes,No,No,No,1086056646
1856,No,No,Yes,Yes,No,No,No,1086056660
1857,No,No,Yes,Yes,No,No,No,1086057020
1858,No,No,Yes,Yes,No,No,No,1086057155
1859,No,No,Yes,Yes,No,No,No,1086057158
1860,No,No,Yes,Yes,No,No,No,1086057213
1861,No,No,Yes,Yes,No,No,No,1086057370
1862,No,No,Yes,Yes,No,No,No,1086057403
1863,No,No,Yes,Yes,No,No,No,1086057433
1864,No,No,Yes,Yes,No,No,No,1086057444
1865,No,No,Yes,Yes,No,No,No,1086057768
1866,No,No,Yes,Yes,No,No,No,1086057752
1867,No,No,Yes,Yes,No,No,No,1086057805
1868,No,No,Yes,Yes,No,No,No,1086058122
1869,No,No,Yes,Yes,No,No,No,1086058212
1870,No,No,Yes,Yes,No,No,No,1086058222
1871,No,No,Yes,Yes,No,No,No,1086058233
1872,No,No,Yes,Yes,No,No,No,1086058242
1873,No,No,Yes,Yes,No,No,No,1086058346
1874,No,No,Yes,Yes,No,No,No,1086058355
1875,No,No,Yes,Yes,No,No,No,1086058453
1876,No,No,Yes,Yes,No,No,No,1086058506
1877,No,No,Yes,Yes,No,No,No,1086058694
1878,No,No,Yes,Yes,No,No,No,1086068267
1879,No,No,No,No,No,No,No,1086453669
1880,No,No,No,No,No,No,No,1086454479
1881,No,No,No,No,No,No,No,1086454480
1882,No,No,No,No,No,No,No,1086454481
1883,No,No,No,No,No,No,No,1086454482
1884,No,No,No,No,No,No,No,1086454483
1885,No,No,No,No,No,No,No,1086454484
1886,No,No,No,No,No,No,No,1086454485
1887,No,No,No,No,No,No,No,1086454488
1888,No,No,No,No,No,No,No,1086454491
1889,No,No,No,No,No,No,No,1086454548
1890,No,No,No,No,No,No,No,1086454568
1891,No,No,No,No,No,No,No,1086454579
1892,No,No,No,No,No,No,No,1086454582
1893,No,No,No,No,No,No,No,1086454730
1894,No,No,No,No,No,No,No,1086454843
1895,No,No,No,No,No,No,No,1086454888
1896,No,No,No,No,No,No,No,1086454889
1897,No,No,No,No,No,No,No,1086454991
1898,No,No,No,No,No,No,No,1086455017
1899,No,No,No,No,No,No,No,1086455102
1900,No,No,No,No,No,No,No,1086455126
1901,No,No,No,No,No,No,No,1086455233
1902,No,No,No,No,No,No,No,1086455331
1903,No,No,No,No,No,No,No,1086455397
1904,No,No,No,No,No,No,No,1086455501
1905,No,No,No,No,No,No,No,1086455578
1906,No,No,No,No,No,No,No,1086455602
1907,No,No,No,No,No,No,No,1086455635
1908,No,No,No,No,No,No,No,1086455651
1909,No,No,No,No,No,No,No,1086455665
1910,No,No,No,No,No,No,No,1086455666
1911,No,No,No,No,No,No,No,1086455738
1912,No,No,No,No,No,No,No,1086455776
1913,No,No,No,No,No,No,No,1086455814
1914,No,No,No,No,No,No,No,1086455857
1915,No,No,No,No,No,No,No,1086455858
1916,No,No,No,No,No,No,No,1086455860
1917,No,No,No,No,No,No,No,1086455897
1918,No,No,No,No,No,No,No,1086455918
1919,No,No,No,No,No,No,No,1086455923
1920,No,No,No,No,No,No,No,1086456020
1921,No,No,No,No,No,No,No,1086456041
1922,No,No,No,No,No,No,No,1086456042
1923,No,No,No,No,No,No,No,1086456043
1924,No,No,No,No,No,No,No,1086456058
1925,No,No,No,No,No,No,No,1086456078
1926,No,No,No,No,No,No,No,1086456154
1927,No,No,No,No,No,No,No,1086456169
1928,No,No,No,No,No,No,No,1086456262
1929,No,No,No,No,No,No,No,1086456277
1930,No,No,No,No,No,No,No,1086456282
1931,No,No,No,No,No,No,No,1086456347
1932,No,No,No,No,No,No,No,1086456499
1933,No,No,No,No,No,No,No,1086456501
1934,No,No,No,No,No,No,No,1086456505
1935,No,No,No,No,No,No,No,1086456514
1936,No,No,No,No,No,No,No,1086456571
1937,No,No,No,No,No,No,No,1086456612
