,Lift,Toilets,Water Tap,Electricity,Attached Bathroom,Water Harvesting,Cable Connection,Assessment Number
0,No,No,Yes,Yes,No,No,No,1086087770
1,No,No,Yes,Yes,No,No,No,1086071296
2,No,No,Yes,Yes,No,No,No,1086306067
3,No,No,Yes,Yes,No,No,No,1086059570
4,No,No,Yes,Yes,No,No,No,1086220555
5,No,No,Yes,Yes,No,No,No,1086379665
6,No,No,Yes,Yes,No,No,No,1086186651
7,No,Yes,Yes,Yes,Yes,No,No,1086371639
8,No,No,No,No,No,No,No,1086474926
9,No,No,Yes,Yes,No,No,No,1086115221
10,No,No,Yes,Yes,No,No,No,1086298010
11,No,No,Yes,Yes,No,No,No,1086356377
12,No,No,Yes,Yes,No,No,No,1086372207
13,No,No,Yes,Yes,No,No,No,1086186643
14,No,No,Yes,Yes,No,No,No,1086258794
15,No,No,Yes,Yes,No,No,No,1086342085
16,No,Yes,No,No,No,No,No,1086499804
17,No,No,No,Yes,No,No,No,1086460098
18,No,No,Yes,Yes,No,No,No,1086071797
19,No,No,Yes,Yes,No,No,No,1086126766
20,No,No,Yes,Yes,No,No,No,1086222355
21,No,No,Yes,Yes,No,No,No,1086254937
22,No,No,Yes,Yes,No,No,No,1086062165
23,No,No,Yes,Yes,No,No,No,1086447367
24,No,No,Yes,Yes,No,No,No,1086366164
25,No,No,Yes,Yes,No,No,No,1086371659
26,No,No,Yes,Yes,No,No,No,1086317919
27,No,No,Yes,Yes,No,No,No,1086115188
28,No,No,Yes,Yes,No,No,No,1086067417
29,No,No,Yes,Yes,No,No,No,1086090833
30,No,No,Yes,Yes,No,No,No,1086266241
31,No,No,Yes,Yes,No,No,No,1086420479
32,No,No,Yes,Yes,No,No,No,1086096681
33,No,No,No,No,No,No,No,1086528065
34,No,No,Yes,Yes,No,No,No,1086378832
35,No,No,Yes,Yes,No,No,No,1086109361
36,No,No,Yes,Yes,No,No,No,1086299044
37,No,No,Yes,Yes,No,No,No,1086332413
38,No,No,Yes,Yes,No,No,No,1086363993
39,No,No,Yes,Yes,No,No,No,1086379853
40,No,No,No,No,No,No,No,1086533338
41,No,No,Yes,Yes,No,No,No,1086126087
42,No,No,Yes,Yes,No,No,No,1086167180
43,No,No,Yes,Yes,No,No,No,1086117171
44,No,No,Yes,Yes,No,No,No,1086134543
45,No,No,Yes,Yes,No,No,No,1086091117
46,No,No,No,No,No,No,No,1086490394
47,No,No,Yes,Yes,No,No,No,1086225017
48,No,No,Yes,Yes,No,No,No,1086293605
49,No,No,Yes,Yes,No,No,No,1086391669
50,No,No,Yes,Yes,No,No,No,1086081998
51,No,No,Yes,Yes,No,No,No,1086176995
52,No,No,Yes,Yes,No,No,No,1086296008
53,No,No,Yes,Yes,No,No,No,1086087938
54,No,No,Yes,Yes,No,No,No,1086301616
55,No,No,No,No,No,No,No,1086474850
56,No,No,Yes,Yes,No,No,No,1086264879
57,No,Yes,No,No,Yes,No,No,1086498885
58,No,No,Yes,Yes,No,No,No,1086356761
59,No,No,Yes,Yes,No,No,No,1086283858
60,No,No,Yes,Yes,No,No,No,1086142985
61,No,No,Yes,Yes,No,No,No,1086369494
62,No,No,Yes,Yes,No,No,No,1086184495
63,No,No,Yes,Yes,No,No,No,1086219992
64,No,No,Yes,Yes,No,No,No,1086070797
65,No,No,Yes,Yes,No,No,No,1086114377
66,No,No,Yes,Yes,No,No,No,1086260279
67,No,Yes,No,Yes,Yes,No,Yes,1086530086
68,No,No,Yes,Yes,No,No,No,1086205850
69,No,No,Yes,Yes,No,No,No,1086068158
70,No,No,No,No,No,No,No,1086529300
71,No,Yes,No,Yes,Yes,No,No,1086545781
72,No,No,No,No,No,No,No,1086475013
73,No,No,Yes,Yes,No,No,No,1086444521
74,No,No,No,Yes,Yes,No,Yes,1086539566
75,Yes,Yes,No,Yes,Yes,No,No,1086493540
76,No,No,Yes,Yes,No,No,No,1086350782
77,No,No,Yes,Yes,No,No,No,1086095019
78,No,No,Yes,Yes,No,No,No,1086255233
79,No,No,Yes,Yes,No,No,No,1086370509
80,No,No,Yes,Yes,No,No,No,1086117259
81,No,No,Yes,Yes,No,No,No,1086248707
82,No,No,Yes,Yes,No,No,No,1086350422
83,No,No,Yes,Yes,No,No,No,1086370583
84,No,No,Yes,Yes,No,No,No,1086071157
85,No,No,Yes,Yes,No,No,No,1086297764
86,No,No,Yes,Yes,No,No,No,1086344558
87,No,No,Yes,Yes,No,No,No,1086145599
88,No,No,Yes,Yes,No,No,No,1086117176
89,No,No,Yes,Yes,No,No,No,1086126773
90,No,No,Yes,Yes,No,No,No,1086400474
91,No,No,No,No,No,No,No,1086498152
92,No,No,Yes,Yes,No,No,No,1086073952
93,No,No,Yes,Yes,No,No,No,1086215246
94,No,No,Yes,Yes,No,No,No,1086297760
95,No,No,Yes,Yes,No,No,No,1086297762
96,No,No,Yes,Yes,No,No,No,1086298390
97,No,No,Yes,Yes,No,No,No,1086325270
98,No,No,Yes,Yes,No,No,No,1086090842
99,No,No,Yes,Yes,No,No,No,1086300172
100,No,No,Yes,Yes,No,No,No,1086254634
101,No,No,Yes,Yes,No,No,No,1086400654
102,No,No,No,No,No,No,No,1086083267
103,No,No,Yes,Yes,No,No,No,1086101080
104,No,No,Yes,Yes,No,No,No,1086186579
105,No,No,Yes,Yes,No,No,No,1086168514
106,No,No,Yes,Yes,No,No,No,1086394171
107,No,No,Yes,Yes,No,No,No,1086269440
108,No,No,Yes,Yes,No,No,No,1086299297
109,No,No,No,No,No,No,No,1086466368
110,No,No,Yes,Yes,No,No,No,1086298113
111,No,No,Yes,Yes,No,No,No,1086116511
112,No,Yes,Yes,Yes,No,No,No,1086251613
113,No,No,Yes,Yes,No,No,No,1086297655
114,No,No,Yes,Yes,No,No,No,1086447531
115,No,No,Yes,Yes,No,No,No,1086330112
116,No,No,Yes,Yes,No,No,No,1086073602
117,No,No,Yes,Yes,No,No,No,1086258937
118,No,No,Yes,Yes,No,No,No,1086259157
119,No,No,Yes,Yes,No,No,No,1086315828
120,No,No,Yes,Yes,No,No,No,1086186566
121,No,No,Yes,Yes,No,No,No,1086299577
122,No,No,Yes,Yes,No,No,No,1086137084
123,No,Yes,No,Yes,Yes,No,No,1086498197
124,No,No,Yes,Yes,No,No,No,1086310515
125,No,No,Yes,Yes,No,No,No,1086096884
126,No,Yes,Yes,Yes,Yes,No,Yes,1086548184
127,No,No,Yes,Yes,No,No,No,1086186396
128,No,Yes,No,Yes,No,No,Yes,1086519343
129,No,Yes,No,Yes,No,No,Yes,1086519351
130,No,Yes,Yes,Yes,No,No,Yes,1086415687
131,No,No,Yes,Yes,No,No,No,1086026595
132,No,No,Yes,Yes,No,No,No,1086070783
133,No,No,Yes,Yes,No,No,No,1086071297
134,No,No,Yes,Yes,No,No,No,1086134585
135,No,No,No,No,No,No,No,1086555605
136,No,No,Yes,Yes,No,No,No,1086131138
137,No,No,Yes,Yes,No,No,No,1086189714
138,No,No,Yes,Yes,No,No,No,1086440364
139,No,No,Yes,Yes,No,No,No,1086183388
140,No,Yes,Yes,Yes,Yes,No,No,1086350628
141,No,No,Yes,Yes,No,No,No,1086315714
142,No,No,Yes,Yes,No,No,No,1086077672
143,No,No,Yes,Yes,No,No,No,1086098160
144,No,No,No,No,No,No,No,1086547170
145,No,No,Yes,Yes,No,No,No,1086394076
146,No,No,Yes,Yes,No,No,No,1086350893
147,No,No,Yes,Yes,No,No,No,1086351610
148,No,No,No,No,No,No,No,1086507669
149,No,No,Yes,Yes,No,No,No,1086075183
150,No,No,Yes,Yes,No,No,No,1086077480
151,No,No,Yes,Yes,No,No,No,1086068156
152,No,No,Yes,Yes,No,No,No,1086101794
153,No,No,Yes,Yes,No,No,No,1086103747
154,No,No,Yes,Yes,No,No,No,1086122975
155,No,No,Yes,Yes,No,No,No,1086250269
156,No,No,Yes,Yes,No,No,No,1086211664
157,No,No,Yes,Yes,No,No,No,1086298067
158,No,No,Yes,Yes,No,No,No,1086150305
159,No,No,Yes,Yes,No,No,No,1086223067
160,No,No,Yes,Yes,No,No,No,1086252025
161,No,No,Yes,Yes,No,No,No,1086296542
162,No,No,Yes,Yes,No,No,No,1086295598
163,No,Yes,No,Yes,No,No,Yes,1086548214
164,No,No,Yes,Yes,No,No,No,1086295949
165,No,No,Yes,Yes,No,No,No,1086382078
166,No,No,Yes,Yes,No,No,No,1086259895
167,No,No,Yes,Yes,No,No,No,1086320259
168,No,No,Yes,Yes,No,No,No,1086206077
169,No,Yes,Yes,Yes,No,No,No,1086331396
170,No,No,Yes,Yes,No,No,No,1086330134
171,No,No,Yes,Yes,No,No,No,1086053020
172,No,No,Yes,Yes,No,No,No,1086070899
173,Yes,No,Yes,Yes,Yes,No,Yes,1086522570
174,No,No,Yes,Yes,No,No,No,1086091249
175,No,No,Yes,Yes,No,No,No,1086097773
176,No,Yes,Yes,Yes,No,No,No,1086134797
177,No,No,Yes,Yes,No,No,No,1086149933
178,No,No,Yes,Yes,No,No,No,1086319749
179,No,No,Yes,Yes,Yes,No,Yes,1086071005
180,No,No,Yes,Yes,No,No,No,1086351408
181,No,No,Yes,Yes,No,No,No,1086078568
182,No,No,Yes,Yes,No,No,No,1086021284
183,No,No,Yes,Yes,No,No,No,1086187786
184,No,No,Yes,Yes,No,No,No,1086408343
185,No,No,Yes,Yes,No,No,No,1086054872
186,No,Yes,Yes,Yes,No,No,No,1086297850
187,No,No,Yes,Yes,No,No,No,1086352217
188,No,No,Yes,Yes,No,No,No,1086127023
189,No,No,Yes,Yes,No,No,No,1086338729
190,No,No,Yes,Yes,No,No,No,1086350836
191,No,No,Yes,Yes,No,No,No,1086381962
192,No,Yes,Yes,Yes,No,No,Yes,1086547694
193,No,No,Yes,Yes,No,No,No,1086272630
194,No,No,Yes,Yes,No,No,No,1086353379
195,No,No,Yes,Yes,No,No,No,1086376774
196,No,Yes,Yes,Yes,No,No,No,1086362738
197,No,Yes,Yes,Yes,Yes,No,No,1086363167
198,No,No,Yes,Yes,No,No,No,1086373678
199,No,No,No,No,No,No,No,1086494695
200,No,No,Yes,Yes,No,No,No,1086380728
201,No,No,Yes,Yes,No,No,No,1086385446
202,No,No,Yes,Yes,No,No,No,1086385863
203,No,No,Yes,Yes,No,No,No,1086253038
204,No,No,Yes,Yes,No,No,No,1086314840
205,No,No,Yes,Yes,No,No,No,1086071450
206,No,No,Yes,Yes,No,No,No,1086082277
207,No,No,Yes,Yes,No,No,No,1086062605
208,No,No,Yes,Yes,No,No,No,1086260543
209,No,No,Yes,Yes,No,No,No,1086396832
210,No,No,Yes,Yes,No,No,No,1086274522
211,No,No,Yes,Yes,No,No,No,1086287703
212,No,No,Yes,Yes,No,No,No,1086289043
213,No,No,Yes,Yes,No,No,No,1086308225
214,No,No,Yes,Yes,No,No,No,1086369307
215,No,No,Yes,Yes,No,No,No,1086107757
216,No,No,Yes,Yes,No,No,No,1086188970
217,No,No,Yes,Yes,No,No,No,1086344703
218,No,No,Yes,Yes,No,No,No,1086298093
219,No,No,Yes,Yes,No,No,No,1086000514
220,No,No,No,Yes,No,No,No,1086548848
221,No,No,Yes,Yes,No,No,No,1086351278
222,No,No,Yes,Yes,No,No,No,1086292600
223,No,No,Yes,Yes,No,No,No,1086001510
224,No,No,Yes,Yes,No,No,No,1086002992
225,No,No,Yes,Yes,No,No,No,1086005186
226,No,No,No,No,No,No,No,1086523771
227,No,No,Yes,Yes,No,No,No,1086007304
228,No,No,Yes,Yes,No,No,No,1086010481
229,No,No,Yes,Yes,No,No,No,1086012736
230,No,No,Yes,Yes,No,No,No,1086013424
231,No,No,Yes,Yes,No,No,No,1086013452
232,No,No,Yes,Yes,No,No,No,1086014491
233,No,No,Yes,Yes,No,No,No,1086014591
234,No,No,Yes,Yes,No,No,No,1086014902
235,No,No,Yes,Yes,No,No,No,1086016737
236,No,No,Yes,Yes,No,No,No,1086018235
237,No,No,Yes,Yes,No,No,No,1086018819
238,No,No,Yes,Yes,No,No,No,1086019570
239,No,No,Yes,Yes,No,No,No,1086021310
240,No,No,Yes,Yes,No,No,No,1086068265
241,No,No,Yes,Yes,No,No,No,1086022427
242,No,No,Yes,Yes,No,No,No,1086022885
243,No,No,Yes,Yes,No,No,No,1086024758
244,No,No,Yes,Yes,No,No,No,1086025348
245,No,No,Yes,Yes,No,No,No,1086027724
246,No,No,Yes,Yes,No,No,No,1086071225
247,No,No,Yes,Yes,No,No,No,1086028374
248,No,No,Yes,Yes,No,No,No,1086030196
249,No,No,Yes,Yes,No,No,No,1086031811
250,No,No,Yes,Yes,No,No,No,1086032796
251,No,No,Yes,Yes,No,No,No,1086033318
252,No,No,Yes,Yes,No,No,No,1086033736
253,No,No,Yes,Yes,No,No,No,1086034341
254,No,No,No,No,No,No,No,1086452496
255,No,No,No,No,No,No,No,1086452709
256,No,No,No,No,No,No,No,1086453245
257,No,No,No,No,No,No,No,1086454257
258,No,No,No,No,No,No,No,1086497544
259,No,No,No,No,No,No,No,1086508979
260,No,No,No,No,No,No,No,1086536785
261,No,No,No,No,No,No,No,1086536787
262,Yes,Yes,No,Yes,Yes,No,No,1086539485
263,Yes,Yes,No,Yes,Yes,Yes,No,1086540250
264,No,Yes,No,Yes,Yes,No,No,1086544306
265,No,No,No,No,No,No,No,1086546117
266,No,No,Yes,Yes,No,No,No,1086035620
267,No,No,Yes,Yes,No,No,No,1086037758
268,No,No,Yes,Yes,No,No,No,1086038053
269,No,No,Yes,Yes,No,No,No,1086040823
270,No,No,Yes,Yes,No,No,No,1086044070
271,No,No,Yes,Yes,No,No,No,1086044136
272,No,No,Yes,Yes,No,No,No,1086045390
273,No,No,Yes,Yes,No,No,No,1086092591
274,No,No,Yes,Yes,No,No,No,1086090841
275,No,No,Yes,Yes,No,No,No,1086046469
276,No,No,Yes,Yes,No,No,No,1086050131
277,No,No,Yes,Yes,No,No,No,1086056422
278,No,No,Yes,Yes,No,No,No,1086053259
279,No,No,Yes,Yes,No,No,No,1086053935
280,No,No,Yes,Yes,No,No,No,1086054787
281,No,No,Yes,Yes,No,No,No,1086055045
282,No,No,Yes,Yes,No,No,No,1086057373
283,No,No,Yes,Yes,No,No,No,1086057962
284,No,No,No,No,No,No,No,1086456183
285,No,No,No,No,No,No,No,1086456285
286,No,No,No,No,No,No,No,1086513780
287,No,No,No,No,No,No,No,1086513779
288,No,No,No,No,No,No,No,1086543741
289,No,No,No,No,No,No,No,1086546691
290,No,No,No,No,No,No,No,1086547504
291,No,No,Yes,Yes,No,No,No,1086060033
292,No,No,Yes,Yes,No,No,No,1086062309
293,No,No,Yes,Yes,No,No,No,1086059561
294,No,No,Yes,Yes,No,No,No,1086060294
295,No,No,Yes,Yes,No,No,No,1086060544
296,No,No,Yes,Yes,No,No,No,1086060545
297,No,No,Yes,Yes,No,No,No,1086063960
298,No,No,Yes,Yes,No,No,No,1086064950
299,No,No,Yes,Yes,No,No,No,1086065713
300,No,No,Yes,Yes,No,No,No,1086065887
301,No,No,Yes,Yes,No,No,No,1086066899
302,No,No,Yes,Yes,No,No,No,1086068157
303,No,No,Yes,Yes,No,No,No,1086069023
304,No,No,Yes,Yes,No,No,No,1086070266
305,No,No,Yes,Yes,No,No,No,1086070392
306,No,No,No,No,No,No,No,1086492628
307,No,No,No,No,No,No,No,1086530203
308,No,No,No,No,No,No,No,1086534405
309,No,No,No,No,No,No,No,1086534471
310,No,No,No,No,No,No,No,1086545271
311,No,No,Yes,Yes,No,No,No,1086070908
312,No,No,Yes,Yes,No,No,No,1086071019
313,No,No,No,No,No,No,No,1086547536
314,No,No,No,No,No,No,No,1086547537
315,No,No,Yes,Yes,No,No,No,1086070953
316,No,No,Yes,Yes,No,No,No,1086071613
317,No,No,Yes,Yes,No,No,No,1086073891
318,No,No,Yes,Yes,No,No,No,1086074328
319,No,No,Yes,Yes,No,No,No,1086074865
320,No,No,Yes,Yes,No,No,No,1086075107
321,No,No,Yes,Yes,No,No,No,1086075364
322,No,No,Yes,Yes,No,No,No,1086075982
323,No,No,Yes,Yes,No,No,No,1086076277
324,No,No,Yes,Yes,No,No,No,1086076401
325,No,No,Yes,Yes,No,No,No,1086077224
326,No,No,No,No,No,No,No,1086530836
327,Yes,Yes,No,Yes,No,No,No,1086546208
328,No,No,No,No,No,No,No,1086547701
329,No,No,No,No,No,No,No,1086548177
330,No,No,Yes,Yes,No,No,No,1086078241
331,No,No,Yes,Yes,No,No,No,1086078525
332,No,No,Yes,Yes,No,No,No,1086078930
333,No,No,Yes,Yes,No,No,No,1086079052
334,No,No,Yes,Yes,No,No,No,1086080173
335,No,No,Yes,Yes,No,No,No,1086081968
336,No,No,Yes,Yes,No,No,No,1086082140
337,No,No,Yes,Yes,No,No,No,1086082641
338,No,Yes,Yes,Yes,Yes,No,No,1086086314
339,No,No,Yes,Yes,No,No,No,1086085179
340,No,No,Yes,Yes,No,No,No,1086085364
341,No,No,Yes,Yes,No,No,No,1086085404
342,No,No,Yes,Yes,No,No,No,1086086659
343,No,No,Yes,Yes,No,No,No,1086086702
344,No,No,Yes,Yes,No,No,No,1086086718
345,No,No,Yes,Yes,No,No,No,1086086872
346,No,No,Yes,Yes,No,No,No,1086087519
347,No,No,Yes,Yes,No,No,No,1086089463
348,No,No,Yes,Yes,No,No,No,1086089993
349,No,No,Yes,Yes,No,No,No,1086090005
350,No,No,Yes,Yes,No,No,No,1086090060
351,No,No,Yes,Yes,No,No,No,1086090327
352,No,No,Yes,Yes,No,No,No,1086090453
353,No,No,Yes,Yes,No,No,No,1086090470
354,No,No,Yes,Yes,No,No,No,1086090481
355,Yes,Yes,Yes,Yes,Yes,No,Yes,1086489646
356,No,No,Yes,Yes,No,No,No,1086090888
357,No,No,Yes,Yes,No,No,No,1086090889
358,No,No,Yes,Yes,No,No,No,1086091203
359,No,No,Yes,Yes,No,No,No,1086091354
360,No,No,Yes,Yes,No,No,No,1086091544
361,No,No,Yes,Yes,No,No,No,1086091616
362,No,No,Yes,Yes,No,No,No,1086092006
363,No,No,Yes,Yes,No,No,No,1086092078
364,No,No,Yes,Yes,No,No,No,1086092438
365,No,No,Yes,Yes,No,No,No,1086092467
366,No,No,Yes,Yes,No,No,No,1086094019
367,No,No,Yes,Yes,No,No,No,1086094078
368,No,No,Yes,Yes,No,No,No,1086094313
369,No,No,Yes,Yes,No,No,No,1086095716
370,No,No,Yes,Yes,No,No,No,1086096451
371,No,No,Yes,Yes,No,No,No,1086096464
372,No,No,Yes,Yes,No,No,No,1086096550
373,No,No,Yes,Yes,No,No,No,1086097216
374,No,No,Yes,Yes,No,No,No,1086097297
375,No,No,Yes,Yes,No,No,No,1086097298
376,No,No,Yes,Yes,No,No,No,1086097353
377,No,No,Yes,Yes,No,No,No,1086097507
378,No,No,Yes,Yes,No,No,No,1086097630
379,No,No,Yes,Yes,No,No,No,1086097631
380,No,No,Yes,Yes,No,No,No,1086097637
381,No,No,Yes,Yes,No,No,No,1086097664
382,No,No,No,No,No,No,No,1086486470
383,No,No,Yes,Yes,No,No,No,1086097884
384,No,No,Yes,Yes,No,No,No,1086097886
385,No,No,No,No,No,No,No,1086492402
386,No,No,No,No,No,No,No,1086525069
387,No,No,No,No,No,No,No,1086493775
388,No,No,No,No,No,No,No,1086519479
389,No,No,No,No,No,No,No,1086521507
390,No,No,Yes,Yes,No,No,No,1086097939
391,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1086098601
392,No,No,Yes,Yes,No,No,No,1086098948
393,No,No,Yes,Yes,No,No,No,1086102831
394,No,Yes,No,Yes,No,No,No,1086539465
395,No,Yes,No,Yes,Yes,No,No,1086546204
396,No,No,Yes,Yes,No,No,No,1086104726
397,No,No,Yes,Yes,No,No,No,1086107379
398,No,No,Yes,Yes,No,No,No,1086107635
399,No,No,Yes,Yes,No,No,No,1086108295
400,No,No,Yes,Yes,No,No,No,1086110474
401,No,Yes,Yes,Yes,Yes,Yes,Yes,1086111484
402,No,No,Yes,Yes,No,No,No,1086111514
403,Yes,Yes,No,Yes,Yes,Yes,Yes,1086492930
404,No,No,Yes,Yes,No,No,No,1086113841
405,No,No,Yes,Yes,No,No,No,1086113827
406,No,No,Yes,Yes,No,No,No,1086113843
407,No,No,Yes,Yes,No,No,No,1086114169
408,No,No,Yes,Yes,No,No,No,1086114320
409,No,No,Yes,Yes,No,No,No,1086114520
410,No,No,Yes,Yes,No,No,No,1086114776
411,No,No,Yes,Yes,No,No,No,1086114846
412,No,No,Yes,Yes,No,No,No,1086114861
413,No,No,Yes,Yes,No,No,No,1086115181
414,No,No,Yes,Yes,No,No,No,1086115226
415,No,No,Yes,Yes,No,No,No,1086115491
416,No,No,Yes,Yes,No,No,No,1086115520
417,No,No,Yes,Yes,No,No,No,1086115535
418,No,No,Yes,Yes,No,No,No,1086115609
419,No,No,Yes,Yes,No,No,No,1086115842
420,No,No,Yes,Yes,No,No,No,1086116401
421,No,No,Yes,Yes,No,No,No,1086116534
422,No,No,Yes,Yes,No,No,No,1086116574
423,No,No,Yes,Yes,No,No,No,1086116909
424,No,No,Yes,Yes,No,No,No,1086116822
425,No,No,Yes,Yes,No,No,No,1086116894
426,No,No,Yes,Yes,No,No,No,1086116910
427,No,No,Yes,Yes,No,No,No,1086116922
428,No,No,Yes,Yes,No,No,No,1086116949
429,Yes,Yes,No,Yes,Yes,No,Yes,1086484926
430,No,No,No,No,No,No,No,1086508368
431,No,No,Yes,Yes,No,No,No,1086120492
432,No,No,Yes,Yes,No,No,No,1086120517
433,No,No,Yes,Yes,No,No,No,1086121859
434,No,No,Yes,Yes,No,No,No,1086122045
435,No,No,Yes,Yes,No,No,No,1086122157
436,No,No,Yes,Yes,No,No,No,1086122945
437,No,No,Yes,Yes,No,No,No,1086122974
438,No,No,Yes,Yes,No,No,No,1086123123
439,No,No,Yes,Yes,No,No,No,1086123659
440,No,No,Yes,Yes,No,No,No,1086123721
441,No,No,Yes,Yes,No,No,No,1086124373
442,No,No,Yes,Yes,No,No,No,1086125739
443,No,Yes,Yes,Yes,Yes,Yes,Yes,1086543855
444,No,No,Yes,Yes,No,No,No,1086126734
445,No,No,Yes,Yes,No,No,No,1086128082
446,No,No,Yes,Yes,No,No,No,1086127318
447,No,No,Yes,Yes,No,No,No,1086129087
448,No,No,Yes,Yes,No,No,No,1086129197
449,No,No,Yes,Yes,No,No,No,1086129221
450,No,No,Yes,Yes,No,No,No,1086129883
451,No,No,Yes,Yes,No,No,No,1086131363
452,No,No,Yes,Yes,No,No,No,1086132063
453,No,No,Yes,Yes,No,No,No,1086132885
454,No,No,No,No,No,No,No,1086482688
455,Yes,Yes,No,Yes,Yes,No,No,1086519425
456,No,No,Yes,Yes,No,No,No,1086135330
457,No,No,Yes,Yes,No,No,No,1086135484
458,No,No,Yes,Yes,No,No,No,1086135797
459,No,No,Yes,Yes,No,No,No,1086135798
460,No,No,Yes,Yes,No,No,No,1086136598
461,No,No,Yes,Yes,No,No,No,1086137171
462,No,No,Yes,Yes,No,No,No,1086137624
463,No,No,Yes,Yes,No,No,No,1086137985
464,No,No,No,Yes,Yes,No,Yes,1086492959
465,No,No,Yes,Yes,No,No,No,1086140713
466,No,No,Yes,Yes,No,No,No,1086140714
467,No,No,Yes,Yes,No,No,No,1086140878
468,No,No,Yes,Yes,No,No,No,1086140894
469,No,No,Yes,Yes,No,No,No,1086141705
470,No,No,Yes,Yes,No,No,No,1086143004
471,No,No,Yes,Yes,No,No,No,1086145712
472,No,No,Yes,Yes,No,No,No,1086147433
473,No,No,Yes,Yes,No,No,No,1086148027
474,No,No,Yes,Yes,No,No,No,1086149525
475,No,No,Yes,Yes,No,No,No,1086150218
476,No,No,Yes,Yes,No,No,No,1086150863
477,No,No,Yes,Yes,No,No,No,1086151429
478,No,No,Yes,Yes,No,No,No,1086151468
479,No,No,Yes,Yes,No,No,No,1086154898
480,No,No,Yes,Yes,No,No,No,1086151538
481,No,No,Yes,Yes,No,No,No,1086152062
482,No,No,Yes,Yes,No,No,No,1086156498
483,No,No,Yes,Yes,No,No,No,1086157185
484,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1086157794
485,No,Yes,Yes,Yes,No,No,Yes,1086171108
486,No,No,No,No,No,No,No,1086486587
487,No,No,Yes,Yes,No,No,No,1086175384
488,No,No,Yes,Yes,No,No,No,1086175338
489,No,No,Yes,Yes,No,No,No,1086175618
490,No,No,Yes,Yes,No,No,No,1086176037
491,No,No,Yes,Yes,No,No,No,1086176084
492,No,No,Yes,Yes,No,No,No,1086176733
493,No,No,Yes,Yes,No,No,No,1086177640
494,No,No,Yes,Yes,No,No,No,1086178053
495,No,No,No,Yes,No,No,Yes,1086536355
496,No,No,Yes,Yes,No,No,No,1086180703
497,No,No,Yes,Yes,No,No,No,1086180915
498,No,No,Yes,Yes,No,No,No,1086181641
499,No,No,Yes,Yes,No,No,No,1086181642
500,No,No,Yes,Yes,No,No,No,1086181924
501,No,No,Yes,Yes,No,No,No,1086182009
502,No,No,Yes,Yes,No,No,No,1086182611
503,No,No,Yes,Yes,No,No,No,1086182738
504,No,No,Yes,Yes,No,No,No,1086183014
505,No,No,Yes,Yes,No,No,No,1086183820
506,No,No,Yes,Yes,No,No,No,1086375750
507,No,No,Yes,Yes,No,No,No,1086184785
508,No,No,Yes,Yes,No,No,No,1086108767
509,No,No,Yes,Yes,No,No,No,1086186191
510,No,No,Yes,Yes,No,No,No,1086187912
511,No,No,Yes,Yes,No,No,No,1086186497
512,No,No,Yes,Yes,No,No,No,1086186574
513,No,No,Yes,Yes,No,No,No,1086186575
514,No,No,Yes,Yes,No,No,No,1086186645
515,No,No,Yes,Yes,No,No,No,1086187757
516,No,No,Yes,Yes,No,No,No,1086187783
517,No,No,Yes,Yes,No,No,No,1086188337
518,No,No,Yes,Yes,No,No,No,1086188418
519,No,No,Yes,Yes,No,No,No,1086188471
520,No,No,Yes,Yes,No,No,No,1086188512
521,No,No,Yes,Yes,No,No,No,1086188514
522,No,No,Yes,Yes,No,No,No,1086188666
523,No,No,Yes,Yes,No,No,No,1086188741
524,No,No,Yes,Yes,No,No,No,1086188742
525,No,No,Yes,Yes,No,No,No,1086188808
526,Yes,Yes,No,Yes,No,No,Yes,1086538926
527,No,No,Yes,Yes,No,No,No,1086192129
528,No,No,Yes,Yes,No,No,No,1086192885
529,No,No,Yes,Yes,No,No,No,1086192982
530,No,No,Yes,Yes,No,No,No,1086193355
531,No,Yes,No,Yes,No,No,Yes,1086542297
532,No,No,Yes,Yes,No,No,No,1086196754
533,No,No,Yes,Yes,No,No,No,1086197478
534,Yes,Yes,Yes,Yes,Yes,Yes,No,1086200392
535,No,No,Yes,Yes,No,No,No,1086202805
536,No,No,Yes,Yes,No,No,No,1086203846
537,No,No,Yes,Yes,No,No,No,1086204011
538,No,No,Yes,Yes,No,No,No,1086204690
539,No,Yes,Yes,Yes,No,No,No,1086204866
540,No,No,Yes,Yes,No,No,No,1086205683
541,No,No,Yes,Yes,No,No,No,1086206379
542,No,No,Yes,Yes,No,No,No,1086207546
543,No,No,Yes,Yes,No,No,No,1086207559
544,No,No,Yes,Yes,No,No,No,1086207802
545,No,No,Yes,Yes,No,No,No,1086207868
546,No,No,Yes,Yes,No,No,No,1086207896
547,No,No,Yes,Yes,No,No,No,1086211317
548,No,No,Yes,Yes,No,No,No,1086209363
549,No,No,Yes,Yes,No,No,No,1086209559
550,No,Yes,Yes,Yes,No,No,Yes,1086210234
551,No,No,Yes,Yes,No,No,No,1086210582
552,No,No,Yes,Yes,No,No,No,1086210597
553,No,Yes,Yes,Yes,Yes,No,Yes,1086210835
554,No,No,Yes,Yes,No,No,No,1086210877
555,No,No,Yes,Yes,No,No,No,1086211627
556,No,No,Yes,Yes,No,No,No,1086211899
557,No,No,Yes,Yes,Yes,No,Yes,1086212026
